"2333425","2715098.91225","1287200.86422","489",""," ","Co Rd","County Road 1933","Way"," ","","","489 County Road 1933 Way ","","80459","Grand"
"2333426","2918199.52182","1211113.05706","49",""," ","","Arapaho","Road"," ","","","49 Arapaho Road ","","80482","Grand"
"2333427","2891454.92809","1313050.77276","49",""," ","Co Rd","County Road 4032","Lane"," ","","","49 County Road 4032 Lane ","","80446","Grand"
"2333428","2894531.22802","1314399.79282","49",""," ","Co Rd","County Road 4423"," "," ","","","49 County Road 4423 ","","80447","Grand"
"2333429","2897733.39911","1318960.67103","49",""," ","Co Rd","County Road 4459","Lane"," ","","","49 County Road 4459 Lane ","","80447","Grand"
"2333430","2898542.31244","1318485.94764","49",""," ","Co Rd","County Road 4574","Lane"," ","","","49 County Road 4574 Lane ","","80447","Grand"
"2333431","2903978.69769","1334261.67079","49",""," ","Co Rd","County Road 4812","Drive"," ","","","49 County Road 4812 Drive ","","80447","Grand"
"2333432","2901161.25167","1335744.54514","49",""," ","Co Rd","County Road 4984","Drive"," ","","","49 County Road 4984 Drive ","","80447","Grand"
"2333433","2896407.64184","1311991.85511","49",""," ","Co Rd","County Road 645","Lane"," ","","","49 County Road 645 Lane ","","80447","Grand"
"2333434","2927244.6733","1198978.75693","490",""," ","","Iron Horse","Way"," ","","","490 Iron Horse Way ","","80482","Grand"
"2333435","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333436","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333437","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333438","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333439","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333440","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333441","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333442","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333443","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333444","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333445","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333446","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333447","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333448","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333449","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333450","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333451","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333452","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333453","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333454","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333455","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333456","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333457","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333458","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333459","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333460","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333461","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333462","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333463","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333464","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333465","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333466","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333467","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333468","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333469","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333470","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333471","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333472","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333473","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333474","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333475","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333476","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333477","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333478","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333479","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333480","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333481","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333482","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333483","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333484","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333485","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333486","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333487","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333488","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333489","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333490","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333491","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333492","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333493","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333494","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333495","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333496","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333497","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333498","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333499","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333500","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333501","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333502","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333503","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333504","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333505","2918782.75536","1213178.63954","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333506","2918789.30482","1213189.55523","490",""," ","","Kings Crossing","Road"," ","","","490 Kings Crossing Road ","","80482","Grand"
"2333507","2872859.66577","1316707.38837","4902",""," ","Co Rd","County Road 41","Road"," ","","","4902 County Road 41 Road ","","80446","Grand"
"2333508","2873032.35303","1317087.35607","4902",""," ","Co Rd","County Road 41","Road"," ","","","4902 County Road 41 Road ","","80446","Grand"
"2333509","2874690.89787","1317895.89343","491",""," ","Co Rd","County Road 412","Road"," ","","","491 County Road 412 Road ","","80446","Grand"
"2333510","2902445.63277","1336291.24862","491",""," ","Co Rd","County Road 494","Drive"," ","","","491 County Road 494 Drive ","","80447","Grand"
"2333511","2910200.66288","1224392.40717","491",""," ","","Muse","Drive"," ","","","491 Muse Drive ","","80442","Grand"
"2333512","2918743.11298","1210562.09887","491",""," ","","Timber","Drive"," ","","","491 Timber Drive ","","80482","Grand"
"2333513","2917361.71713","1211804.87033","491",""," ","","Timber Lake","Way"," ","","","491 Timber Lake Way ","","80482","Grand"
"2333514","2927270.29202","1198971.98857","492",""," ","","Iron Horse","Way"," ","","","492 Iron Horse Way ","","80482","Grand"
"2333515","2899191.80676","1318753.54276","493",""," ","Co Rd","County Road 4571","Drive"," ","","","493 County Road 4571 Drive ","","80447","Grand"
"2333516","2898810.06123","1326192.46366","493",""," ","Co Rd","County Road 4632","Road"," ","","","493 County Road 4632 Road ","","80447","Grand"
"2333517","2901520.09619","1318892.74646","493",""," ","Co Rd","County Road 662","Drive"," ","","","493 County Road 662 Drive ","","80447","Grand"
"2333518","2916452.50241","1213680.71271","493",""," ","","Leland Creek","Way"," ","","","493 Leland Creek Way ","","80482","Grand"
"2333519","2917336.42354","1211797.93071","493",""," ","","Timber Lake","Way"," ","","","493 Timber Lake Way ","","80482","Grand"
"2333520","2872713.1285","1315546.90158","4931",""," ","Co Rd","County Road 41","Road"," ","","","4931 County Road 41 Road ","","80446","Grand"
"2333521","2927293.49604","1198965.85833","494",""," ","","Iron Horse","Way"," ","","","494 Iron Horse Way ","","80482","Grand"
"2333522","2901093.28942","1335507.53945","495",""," ","Co Rd","County Road 4980","Road"," ","","","495 County Road 4980 Road ","","80447","Grand"
"2333523","2917315.35665","1211783.91467","495",""," ","","Timber Lake","Way"," ","","","495 Timber Lake Way ","","80482","Grand"
"2333524","2874647.93042","1317607.43374","496",""," ","Co Rd","County Road 412","Road"," ","","","496 County Road 412 Road ","","80446","Grand"
"2333525","2898511.45162","1312295.31508","496",""," ","Co Rd","County Road 649","Lane"," ","","","496 County Road 649 Lane ","","80447","Grand"
"2333526","2927319.11935","1198959.08866","496",""," ","","Iron Horse","Way"," ","","","496 Iron Horse Way ","","80482","Grand"
"2333527","2916361.47864","1213839.00209","496",""," ","","Leland Creek","Way"," ","","","496 Leland Creek Way ","","80482","Grand"
"2333528","2898516.07988","1312510.26793","497",""," ","Co Rd","County Road 649","Lane"," ","","","497 County Road 649 Lane ","","80447","Grand"
"2333529","2917298.68215","1211762.72442","497",""," ","","Timber Lake","Way"," ","","","497 Timber Lake Way ","","80482","Grand"
"2333530","2711902.21981","1285684.29884","498",""," ","Co Rd","County Road 162","Drive"," ","","","498 County Road 162 Drive ","","80459","Grand"
"2333531","2909689.18593","1330693.94005","498",""," ","Co Rd","County Road 697","Road"," ","","","498 County Road 697 Road ","","80447","Grand"
"2333532","2918374.63734","1213741.90812","498",""," ","","Forest Trl","Trail"," ","","","498 Forest Trl Trail ","","80482","Grand"
"2333533","2900404.93532","1325984.92752","499",""," ","Co Rd","County Road 465","Drive"," ","","","499 County Road 465 Drive ","","80447","Grand"
"2333534","2918450.48135","1213063.39833","499",""," ","","Kings Crossing","Road"," ","","","499 Kings Crossing Road ","","80482","Grand"
"2333535","2891374.06857","1313527.55533","5",""," ","Co Rd","County Road 4033","Road"," ","","","5 County Road 4033 Road ","","80447","Grand"
"2333536","2901808.78729","1326926.54763","5",""," ","Co Rd","County Road 4654","Drive"," ","","","5 County Road 4654 Drive ","","80447","Grand"
